C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_00_928.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_00_928.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_00_928.jpg,0,0,0,2.797087E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_00_998.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_00_998.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_00_998.jpg,0,0,0,2.498776E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_067.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_067.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_067.jpg,0,0,0,2.681472E-07
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_137.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_137.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_137.jpg,0,0,0,1.144523E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_206.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_206.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_206.jpg,0,0,0,6.158924E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_280.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_280.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_280.jpg,0,0,0,6.492593E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_347.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_347.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_347.jpg,0,0,0,8.604981E-07
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_416.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_416.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_416.jpg,0,0,0,7.417624E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_486.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_486.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_486.jpg,0,0,0,4.729386E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_555.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_555.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_555.jpg,0,0,0,2.243872E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_626.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_626.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_626.jpg,0,0,0,6.293759E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_696.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_696.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_696.jpg,0,0,0,6.651609E-07
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_765.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_765.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_765.jpg,0,0,0,4.528565E-07
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_835.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_835.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_835.jpg,0,0,0,6.029566E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_904.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_904.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_904.jpg,0,0,0,6.627643E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_01_976.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_01_976.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_01_976.jpg,0,0,0,5.397751E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_02_043.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_02_043.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_02_043.jpg,0,0,0,3.699094E-07
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_02_114.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_02_114.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_02_114.jpg,0,0,0,5.929595E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_02_183.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_02_183.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_02_183.jpg,0,0,0,7.28586E-06
C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\center_2018_01_15_20_58_02_251.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\left_2018_01_15_20_58_02_251.jpg,C:\Users\Abdullah's\CarND-Behavioral-Cloning-P3-master\IMG\right_2018_01_15_20_58_02_251.jpg,0,0,0,1.009479E-06
